사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-01097,합성 예시 데이터,2022,2022-03-22,3,화요일,3,고학년,쉬는시간,12:19,교실·학습공간,수업·실습,넘어짐
SAMPLE-01098,합성 예시 데이터,2024,2024-03-01,3,금요일,1,저학년,쉬는시간,13:51,계단·복도,이동·보행,넘어짐
SAMPLE-01099,합성 예시 데이터,2025,2025-05-01,5,목요일,4,고학년,쉬는시간,12:23,화장실·위생공간,식사·위생,미끄러짐
SAMPLE-01100,합성 예시 데이터,2025,2025-06-19,6,목요일,5,고학년,3교시,10:45,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01101,합성 예시 데이터,2025,2025-06-05,6,목요일,6,고학년,점심시간,12:58,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-01102,합성 예시 데이터,2022,2022-08-04,8,목요일,2,저학년,방과후,16:29,교실·학습공간,이동·보행,미끄러짐
SAMPLE-01103,합성 예시 데이터,2024,2024-03-01,3,금요일,3,고학년,방과후,16:43,강당·체육관,이동·보행,넘어짐
SAMPLE-01104,합성 예시 데이터,2021,2021-06-17,6,목요일,3,고학년,하교,16:48,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01105,합성 예시 데이터,2023,2023-10-13,10,금요일,1,저학년,점심시간,12:42,급식·위생공간,식사·위생,넘어짐
SAMPLE-01106,합성 예시 데이터,2021,2021-11-17,11,수요일,1,저학년,방과후,16:37,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-01107,합성 예시 데이터,2021,2021-11-22,11,월요일,2,저학년,쉬는시간,11:13,계단·복도,이동·보행,미끄러짐
SAMPLE-01108,합성 예시 데이터,2025,2025-12-09,12,화요일,1,저학년,쉬는시간,10:00,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01109,합성 예시 데이터,2023,2023-11-06,11,월요일,4,고학년,등교 전,07:41,교문·외부동선,교통·탑승,기타
SAMPLE-01110,합성 예시 데이터,2024,2024-11-05,11,화요일,5,고학년,3교시,11:18,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01111,합성 예시 데이터,2025,2025-12-11,12,목요일,3,고학년,쉬는시간,11:40,운동장,이동·보행,부딪힘·충돌
SAMPLE-01112,합성 예시 데이터,2023,2023-11-27,11,월요일,6,고학년,점심시간,12:43,급식·위생공간,놀이·휴식,미끄러짐
SAMPLE-01113,합성 예시 데이터,2021,2021-05-20,5,목요일,2,저학년,4교시,11:36,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01114,합성 예시 데이터,2022,2022-07-07,7,목요일,2,저학년,쉬는시간,12:34,화장실·위생공간,이동·보행,넘어짐
SAMPLE-01115,합성 예시 데이터,2024,2024-12-02,12,월요일,4,고학년,방과후,14:56,교실·학습공간,수업·실습,기타
SAMPLE-01116,합성 예시 데이터,2025,2025-03-14,3,금요일,4,고학년,4교시,12:07,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01117,합성 예시 데이터,2023,2023-06-20,6,화요일,3,고학년,3교시,11:28,운동장,이동·보행,넘어짐
SAMPLE-01118,합성 예시 데이터,2021,2021-08-23,8,월요일,2,저학년,5교시,13:16,운동장,놀이·휴식,넘어짐
SAMPLE-01119,합성 예시 데이터,2025,2025-05-06,5,화요일,6,고학년,5교시,13:13,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-01120,합성 예시 데이터,2023,2023-12-11,12,월요일,1,저학년,4교시,11:38,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-01121,합성 예시 데이터,2023,2023-07-28,7,금요일,4,고학년,쉬는시간,12:29,계단·복도,이동·보행,미끄러짐
SAMPLE-01122,합성 예시 데이터,2021,2021-05-21,5,금요일,1,저학년,2교시,10:25,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-01123,합성 예시 데이터,2024,2024-10-25,10,금요일,2,저학년,하교,17:15,교문·외부동선,이동·보행,미끄러짐
SAMPLE-01124,합성 예시 데이터,2022,2022-11-22,11,화요일,6,고학년,2교시,10:03,강당·체육관,기타 체육,추락
SAMPLE-01125,합성 예시 데이터,2025,2025-08-26,8,화요일,2,저학년,하교,15:57,교실·학습공간,수업·실습,넘어짐
SAMPLE-01126,합성 예시 데이터,2022,2022-03-23,3,수요일,3,고학년,4교시,11:47,운동장,이동·보행,미끄러짐
SAMPLE-01127,합성 예시 데이터,2022,2022-06-13,6,월요일,4,고학년,방과후,17:00,운동장,놀이·휴식,미끄러짐
SAMPLE-01128,합성 예시 데이터,2021,2021-07-14,7,수요일,4,고학년,방과후,16:34,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-01129,합성 예시 데이터,2023,2023-03-20,3,월요일,3,고학년,5교시,13:32,교실·학습공간,이동·보행,미끄러짐
SAMPLE-01130,합성 예시 데이터,2021,2021-03-26,3,금요일,3,고학년,4교시,12:00,교실·학습공간,수업·실습,넘어짐
SAMPLE-01131,합성 예시 데이터,2022,2022-06-02,6,목요일,2,저학년,하교,15:17,계단·복도,이동·보행,추락
SAMPLE-01132,합성 예시 데이터,2021,2021-04-20,4,화요일,6,고학년,3교시,11:28,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01133,합성 예시 데이터,2024,2024-05-09,5,목요일,2,저학년,2교시,10:30,강당·체육관,구기·라켓스포츠,기타
SAMPLE-01134,합성 예시 데이터,2023,2023-08-08,8,화요일,2,저학년,방과후,14:59,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-01135,합성 예시 데이터,2023,2023-03-31,3,금요일,3,고학년,2교시,10:13,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-01136,합성 예시 데이터,2024,2024-10-04,10,금요일,5,고학년,4교시,11:38,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-01137,합성 예시 데이터,2021,2021-11-11,11,목요일,4,고학년,쉬는시간,10:09,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-01138,합성 예시 데이터,2024,2024-08-14,8,수요일,3,고학년,3교시,11:24,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-01139,합성 예시 데이터,2021,2021-12-03,12,금요일,6,고학년,점심시간,12:44,계단·복도,이동·보행,추락
SAMPLE-01140,합성 예시 데이터,2024,2024-09-05,9,목요일,3,고학년,1교시,09:43,강당·체육관,이동·보행,넘어짐
SAMPLE-01141,합성 예시 데이터,2023,2023-09-12,9,화요일,4,고학년,1교시,09:05,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-01142,합성 예시 데이터,2024,2024-09-12,9,목요일,6,고학년,하교,15:46,교문·외부동선,놀이·휴식,넘어짐
SAMPLE-01143,합성 예시 데이터,2024,2024-11-26,11,화요일,5,고학년,6교시,14:23,교실·학습공간,수업·실습,넘어짐
SAMPLE-01144,합성 예시 데이터,2024,2024-10-23,10,수요일,3,고학년,점심시간,12:59,급식·위생공간,식사·위생,넘어짐
SAMPLE-01145,합성 예시 데이터,2023,2023-08-14,8,월요일,2,저학년,3교시,11:12,강당·체육관,기타 체육,기타
SAMPLE-01146,합성 예시 데이터,2024,2024-11-25,11,월요일,5,고학년,쉬는시간,12:00,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-01147,합성 예시 데이터,2023,2023-09-22,9,금요일,4,고학년,4교시,11:51,강당·체육관,기타 체육,추락
SAMPLE-01148,합성 예시 데이터,2025,2025-09-19,9,금요일,5,고학년,방과후,15:59,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-01149,합성 예시 데이터,2021,2021-08-13,8,금요일,2,저학년,점심시간,12:27,급식·위생공간,이동·보행,부딪힘·충돌
SAMPLE-01150,합성 예시 데이터,2023,2023-08-14,8,월요일,2,저학년,점심시간,12:17,급식·위생공간,놀이·휴식,부딪힘·충돌
SAMPLE-01151,합성 예시 데이터,2022,2022-11-17,11,목요일,6,고학년,방과후,17:19,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01152,합성 예시 데이터,2025,2025-10-10,10,금요일,6,고학년,쉬는시간,11:57,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-01153,합성 예시 데이터,2021,2021-06-15,6,화요일,2,저학년,방과후,16:53,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01154,합성 예시 데이터,2022,2022-08-25,8,목요일,4,고학년,방과후,16:03,계단·복도,이동·보행,미끄러짐
SAMPLE-01155,합성 예시 데이터,2024,2024-07-09,7,화요일,2,저학년,3교시,11:19,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01156,합성 예시 데이터,2023,2023-10-16,10,월요일,4,고학년,3교시,10:50,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-01157,합성 예시 데이터,2023,2023-11-08,11,수요일,3,고학년,4교시,11:34,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01158,합성 예시 데이터,2023,2023-09-14,9,목요일,3,고학년,5교시,13:32,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-01159,합성 예시 데이터,2022,2022-03-14,3,월요일,3,고학년,하교,15:53,계단·복도,놀이·휴식,넘어짐
SAMPLE-01160,합성 예시 데이터,2025,2025-03-12,3,수요일,3,고학년,방과후,15:29,운동장,구기·라켓스포츠,넘어짐
SAMPLE-01161,합성 예시 데이터,2025,2025-09-23,9,화요일,2,저학년,점심시간,12:10,급식·위생공간,식사·위생,미끄러짐
SAMPLE-01162,합성 예시 데이터,2025,2025-05-23,5,금요일,5,고학년,4교시,11:56,운동장,이동·보행,넘어짐
SAMPLE-01163,합성 예시 데이터,2025,2025-04-28,4,월요일,4,고학년,3교시,10:57,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-01164,합성 예시 데이터,2025,2025-08-19,8,화요일,1,저학년,쉬는시간,11:52,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-01165,합성 예시 데이터,2022,2022-09-22,9,목요일,3,고학년,하교,15:45,교문·외부동선,놀이·휴식,부딪힘·충돌
SAMPLE-01166,합성 예시 데이터,2022,2022-10-25,10,화요일,3,고학년,1교시,09:38,교실·학습공간,수업·실습,기타
SAMPLE-01167,합성 예시 데이터,2024,2024-04-10,4,수요일,1,저학년,점심시간,12:27,급식·위생공간,놀이·휴식,부딪힘·충돌
SAMPLE-01168,합성 예시 데이터,2025,2025-06-06,6,금요일,3,고학년,쉬는시간,12:55,계단·복도,놀이·휴식,넘어짐
SAMPLE-01169,합성 예시 데이터,2021,2021-05-06,5,목요일,5,고학년,쉬는시간,13:01,계단·복도,이동·보행,넘어짐
SAMPLE-01170,합성 예시 데이터,2024,2024-07-18,7,목요일,3,고학년,5교시,13:27,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01171,합성 예시 데이터,2023,2023-12-18,12,월요일,4,고학년,방과후,15:44,운동장,기타 체육,추락
SAMPLE-01172,합성 예시 데이터,2021,2021-09-20,9,월요일,1,저학년,점심시간,12:43,운동장,기타 체육,넘어짐
SAMPLE-01173,합성 예시 데이터,2024,2024-05-09,5,목요일,2,저학년,하교,14:59,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01174,합성 예시 데이터,2023,2023-10-03,10,화요일,3,고학년,1교시,09:15,강당·체육관,이동·보행,미끄러짐
SAMPLE-01175,합성 예시 데이터,2025,2025-03-18,3,화요일,5,고학년,6교시,14:19,강당·체육관,기타 체육,기타
SAMPLE-01176,합성 예시 데이터,2022,2022-05-17,5,화요일,5,고학년,하교,15:55,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01177,합성 예시 데이터,2023,2023-12-18,12,월요일,5,고학년,점심시간,12:28,교실·학습공간,수업·실습,넘어짐
SAMPLE-01178,합성 예시 데이터,2023,2023-12-06,12,수요일,3,고학년,하교,16:26,계단·복도,이동·보행,추락
SAMPLE-01179,합성 예시 데이터,2022,2022-12-20,12,화요일,5,고학년,1교시,09:28,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-01180,합성 예시 데이터,2025,2025-09-18,9,목요일,1,저학년,쉬는시간,10:34,화장실·위생공간,이동·보행,부딪힘·충돌
SAMPLE-01181,합성 예시 데이터,2022,2022-04-20,4,수요일,3,고학년,등교 전,08:07,계단·복도,놀이·휴식,기타
SAMPLE-01182,합성 예시 데이터,2025,2025-04-11,4,금요일,1,저학년,점심시간,12:57,급식·위생공간,식사·위생,화상
SAMPLE-01183,합성 예시 데이터,2025,2025-08-29,8,금요일,5,고학년,쉬는시간,13:09,계단·복도,놀이·휴식,넘어짐
SAMPLE-01184,합성 예시 데이터,2024,2024-04-23,4,화요일,3,고학년,3교시,11:21,계단·복도,이동·보행,추락
SAMPLE-01185,합성 예시 데이터,2024,2024-12-05,12,목요일,1,저학년,2교시,10:08,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01186,합성 예시 데이터,2024,2024-03-28,3,목요일,4,고학년,5교시,13:24,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-01187,합성 예시 데이터,2021,2021-08-18,8,수요일,2,저학년,쉬는시간,09:47,화장실·위생공간,이동·보행,부딪힘·충돌
SAMPLE-01188,합성 예시 데이터,2022,2022-07-19,7,화요일,3,고학년,6교시,14:29,운동장,기타 체육,부딪힘·충돌
SAMPLE-01189,합성 예시 데이터,2021,2021-11-19,11,금요일,3,고학년,4교시,11:46,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01190,합성 예시 데이터,2024,2024-09-05,9,목요일,5,고학년,점심시간,12:23,계단·복도,이동·보행,넘어짐
SAMPLE-01191,합성 예시 데이터,2023,2023-04-10,4,월요일,6,고학년,쉬는시간,12:59,교실·학습공간,수업·실습,넘어짐
SAMPLE-01192,합성 예시 데이터,2021,2021-12-10,12,금요일,5,고학년,하교,14:01,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-01193,합성 예시 데이터,2023,2023-10-10,10,화요일,4,고학년,점심시간,12:49,급식·위생공간,이동·보행,넘어짐
SAMPLE-01194,합성 예시 데이터,2025,2025-10-21,10,화요일,2,저학년,3교시,11:02,교실·학습공간,수업·실습,넘어짐
SAMPLE-01195,합성 예시 데이터,2025,2025-04-24,4,목요일,6,고학년,점심시간,12:16,급식·위생공간,이동·보행,미끄러짐
SAMPLE-01196,합성 예시 데이터,2025,2025-06-20,6,금요일,1,저학년,1교시,09:45,교실·학습공간,놀이·휴식,기타
SAMPLE-01197,합성 예시 데이터,2025,2025-07-14,7,월요일,3,고학년,등교 전,08:27,교문·외부동선,이동·보행,넘어짐
SAMPLE-01198,합성 예시 데이터,2023,2023-05-15,5,월요일,6,고학년,6교시,14:03,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01199,합성 예시 데이터,2023,2023-05-15,5,월요일,6,고학년,2교시,10:07,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-01200,합성 예시 데이터,2022,2022-05-06,5,금요일,2,저학년,점심시간,12:49,급식·위생공간,이동·보행,넘어짐
SAMPLE-01201,합성 예시 데이터,2022,2022-05-31,5,화요일,6,고학년,6교시,14:05,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-01202,합성 예시 데이터,2024,2024-10-30,10,수요일,3,고학년,점심시간,12:23,운동장,구기·라켓스포츠,넘어짐
SAMPLE-01203,합성 예시 데이터,2021,2021-11-11,11,목요일,5,고학년,하교,16:12,계단·복도,이동·보행,미끄러짐
SAMPLE-01204,합성 예시 데이터,2022,2022-11-15,11,화요일,5,고학년,쉬는시간,11:28,운동장,기타 체육,넘어짐
SAMPLE-01205,합성 예시 데이터,2023,2023-03-02,3,목요일,6,고학년,6교시,14:12,강당·체육관,기타 체육,넘어짐
SAMPLE-01206,합성 예시 데이터,2024,2024-12-10,12,화요일,4,고학년,4교시,12:06,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01207,합성 예시 데이터,2023,2023-05-19,5,금요일,1,저학년,하교,16:17,계단·복도,이동·보행,넘어짐
SAMPLE-01208,합성 예시 데이터,2022,2022-09-01,9,목요일,5,고학년,6교시,14:14,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-01209,합성 예시 데이터,2025,2025-06-24,6,화요일,1,저학년,방과후,14:43,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-01210,합성 예시 데이터,2022,2022-03-16,3,수요일,4,고학년,점심시간,12:55,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-01211,합성 예시 데이터,2023,2023-09-21,9,목요일,1,저학년,점심시간,12:51,급식·위생공간,식사·위생,넘어짐
SAMPLE-01212,합성 예시 데이터,2025,2025-11-03,11,월요일,3,고학년,5교시,13:00,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01213,합성 예시 데이터,2023,2023-05-31,5,수요일,1,저학년,1교시,09:22,운동장,구기·라켓스포츠,기타
SAMPLE-01214,합성 예시 데이터,2021,2021-12-07,12,화요일,5,고학년,방과후,16:27,운동장,구기·라켓스포츠,기타
SAMPLE-01215,합성 예시 데이터,2023,2023-05-15,5,월요일,1,저학년,쉬는시간,13:31,교실·학습공간,놀이·휴식,기타
SAMPLE-01216,합성 예시 데이터,2021,2021-07-21,7,수요일,4,고학년,쉬는시간,11:56,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-01217,합성 예시 데이터,2025,2025-03-28,3,금요일,1,저학년,1교시,09:46,운동장,구기·라켓스포츠,넘어짐
SAMPLE-01218,합성 예시 데이터,2025,2025-12-03,12,수요일,3,고학년,점심시간,12:53,교실·학습공간,이동·보행,넘어짐
SAMPLE-01219,합성 예시 데이터,2025,2025-03-18,3,화요일,1,저학년,등교 전,08:06,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-01220,합성 예시 데이터,2025,2025-07-25,7,금요일,3,고학년,쉬는시간,09:44,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-01221,합성 예시 데이터,2023,2023-10-09,10,월요일,6,고학년,쉬는시간,10:52,화장실·위생공간,식사·위생,미끄러짐
SAMPLE-01222,합성 예시 데이터,2025,2025-07-21,7,월요일,2,저학년,하교,16:10,교문·외부동선,교통·탑승,기타
SAMPLE-01223,합성 예시 데이터,2025,2025-07-23,7,수요일,6,고학년,6교시,14:25,계단·복도,이동·보행,추락
SAMPLE-01224,합성 예시 데이터,2021,2021-05-03,5,월요일,6,고학년,점심시간,12:37,운동장,구기·라켓스포츠,넘어짐
SAMPLE-01225,합성 예시 데이터,2023,2023-11-21,11,화요일,4,고학년,쉬는시간,10:14,교실·학습공간,수업·실습,기타
